NumberOfWords;Word;WordSaid;WhereErrorOccurred;TypeOfError;LocationOfError;ExpectedLetterError;SaidLetterError
analysis;analysiss;End;Addition;[8];['_'];['s']
answer;answers;End;Addition;[5];['_'];['s']
price;prices;End;Addition;[4];['_'];['s']
board;boards;End;Addition;[5];['_'];['s']
news;newss;End;Addition;[4];['_'];['s']
director;directors;End;Addition;[8];['_'];['s']
three;threes;End;Addition;[4];['_'];['s']
past;pasts;End;Addition;[3];['_'];['s']
physical;physicals;End;Addition;[8];['_'];['s']
economic;economics;End;Addition;[8];['_'];['s']
religious;religiouss;End;Addition;[9];['_'];['s']
lead;leads;End;Addition;[4];['_'];['s']
region;regions;End;Addition;[6];['_'];['s']
pm;pms;End;Addition;[2];['_'];['s']
method;methods;End;Addition;[5];['_'];['s']
real;reals;End;Addition;[4];['_'];['s']
grow;grows;End;Addition;[3];['_'];['s']
newspaper;newspapers;End;Addition;[8];['_'];['s']
support;supports;End;Addition;[7];['_'];['s']
dark;ark;Beginning;Deletion;[0];['d'];['_']
forward;orward;Beginning;Deletion;[0];['f'];['_']
child;chil;End;Deletion;[3];['d'];['_']
period;perid;End;Deletion;[4, 5];['o', 'd'];['d', '_']
material;aterial;Beginning;Deletion;[0];['m'];['_']
half;hal;End;Deletion;[3];['f'];['_']
alone;aloe;End;Deletion;[3, 4];['n', 'e'];['e', '_']
him;hm;End;Deletion;[1, 2];['i', 'm'];['m', '_']
too;to;End;Deletion;[2];['o'];['_']
teacher;teaer;End;Deletion;[3, 4, 5];['ch', 'e', 'r'];['e', 'r', '_']
exactly;exactl;End;Deletion;[6];['y'];['_']
watch;atch;Beginning;Deletion;[0];['w'];['_']
network;netwok;End;Deletion;[5, 6];['r', 'k'];['k', '_']
garden;gaden;Middle;Deletion;[0, 1, 2];['g', 'a', 'r'];['_', 'g', 'a']
conference;confrence;Middle;Deletion;[0, 1, 2, 3, 4, 5];['c', 'o', 'n', 'f', 'e', 'r'];['_', '_', 'c', 'o', 'n', 'fr']
foot;foo;End;Deletion;[3];['t'];['_']
social;socal;End;Deletion;[3, 4, 5];['i', 'a', 'l'];['a', 'l', '_']
generation;generaion;End;Deletion;[6, 7, 8, 9];['t', 'i', 'o', 'n'];['i', 'o', 'n', '_']
mr;r;Beginning;Deletion;[0];['m'];['_']
from;frm;End;Deletion;[1, 2];['o', 'm'];['m', '_']
store;stor;End;Deletion;[3];['e'];['_']
can;ca;End;Deletion;[2];['n'];['_']
kid;ki;End;Deletion;[2];['d'];['_']
political;plitical;Middle;Deletion;[0, 1, 2];['p', 'o', 'l'];['_', '_', 'pl']
my;m;End;Deletion;[1];['y'];['_']
heavy;heav;End;Deletion;[4];['y'];['_']
care;are;Beginning;Deletion;[0];['c'];['_']
authority;authrity;Middle;Deletion;[0, 1, 2, 3];['a', 'u', 'th', 'o'];['_', 'a', 'u', 'th']
legal;egal;Beginning;Deletion;[0];['l'];['_']
response;respnse;End;Deletion;[3, 4, 5, 6];['o', 'n', 's', 'e'];['n', 's', 'e', '_']
outside;outsid;End;Deletion;[6];['e'];['_']
certain;cerain;End;Deletion;[3, 4, 5, 6];['t', 'a', 'i', 'n'];['a', 'i', 'n', '_']
picture;pcture;Middle;Deletion;[0, 1];['p', 'i'];['_', 'p']
picture;roisearch;End;Addition;[0, 1, 3, 4, 5, 7];['_', 'p', 'c', 't', 'u', 'e'];['r', 'o', 's', 'e', 'a', 'ch']
picture;ancluding;Middle;Substitution;[0, 1, 2, 3, 4, 5, 6];['p', 'i', 'c', 't', 'u', 'r', 'e'];['a', 'n', 'cl', 'u', 'd', 'i', 'ng']
picture;diefferent;End;Addition;[0, 1, 2, 3, 4, 5, 8, 9];['_', 'p', 'i', 'c', 't', 'u', '_', '_'];['d', 'i', 'e', 'f', 'f', 'e', 'n', 't']
picture;oulready;End;Addition;[0, 1, 2, 3, 4, 5, 6, 7];['p', 'i', 'c', 't', 'u', 'r', 'e', '_'];['o', 'u', 'l', 'r', 'e', 'a', 'd', 'y']
picture;pack;End;Deletion;[1, 3, 4, 5, 6];['i', 't', 'u', 'r', 'e'];['a', 'k', '_', '_', '_']
picture;kuetchen;Middle;Substitution;[0, 1, 2, 4, 5, 6];['p', 'i', 'c', 'u', 'r', 'e'];['k', 'u', 'e', 'ch', 'e', 'n']
picture;ceald;End;Deletion;[0, 1, 3, 4, 5, 6];['p', 'i', 't', 'u', 'r', 'e'];['_', '_', 'e', 'a', 'l', 'd']
picture;project;End;Deletion;[0, 1, 2, 3, 4, 5, 6];['p', 'i', 'c', 't', 'u', 'r', 'e'];['pr', 'o', 'j', 'e', 'c', 't', '_']
picture;fewrm;End;Deletion;[0, 1, 2, 3, 4, 5, 7, 8];['p', 'i', 'c', 't', 'u', 'r', '_', '_'];['_', '_', '_', '_', '_', 'f', 'wr', 'm']
picture;soeek;End;Deletion;[0, 1, 2, 3, 4, 5, 7, 8];['p', 'i', 'c', 't', 'u', 'r', '_', '_'];['_', '_', '_', '_', 's', 'o', 'e', 'k']
picture;reysponse;End;Addition;[0, 1, 2, 3, 4, 5, 6, 7];['p', 'i', 'c', 't', 'u', 'r', 'e', '_'];['r', 'e', 'y', 'sp', 'o', 'n', 's', 'e']
picture;mowch;End;Deletion;[0, 1, 2, 3, 4, 5, 6];['p', 'i', 'c', 't', 'u', 'r', 'e'];['m', 'o', 'w', 'ch', '_', '_', '_']
picture;draup;End;Deletion;[0, 1, 2, 3, 5, 6];['p', 'i', 'c', 't', 'r', 'e'];['_', '_', 'dr', 'a', 'p', '_']
picture;boodget;Middle;Substitution;[0, 1, 2, 3, 4, 5, 6];['p', 'i', 'c', 't', 'u', 'r', 'e'];['b', 'o', 'o', 'd', 'g', 'e', 't']
picture;ithers;End;Deletion;[0, 2, 3, 4, 5, 6];['p', 'c', 't', 'u', 'r', 'e'];['_', 'th', 'e', 'r', 's', '_']
picture;dayrk;End;Deletion;[0, 1, 2, 3, 4, 6];['p', 'i', 'c', 't', 'u', 'e'];['_', '_', 'd', 'a', 'y', 'k']
picture;wiethin;End;Deletion;[0, 2, 3, 4, 5, 6];['p', 'c', 't', 'u', 'r', 'e'];['w', 'e', 'th', 'i', 'n', '_']
picture;peirformance;End;Addition;[1, 2, 3, 4, 5, 6, 7, 8, 9, 10, 11];['i', 'c', 't', 'u', 'r', 'e', '_', '_', '_', '_', '_'];['e', 'i', 'r', 'f', 'o', 'r', 'm', 'a', 'n', 'c', 'e']
picture;foicus;End;Deletion;[0, 1, 2, 3, 5, 6];['p', 'i', 'c', 't', 'r', 'e'];['f', 'o', 'i', 'c', 's', '_']
author;gluthor;Beginning;Substitution;[0];['a'];['gl']
hand;eaand;Middle;Addition;[0, 1];['_', 'h'];['e', 'a']
various;wrarious;Beginning;Substitution;[0];['v'];['wr']
here;ooere;Middle;Addition;[0, 1];['_', 'h'];['o', 'o']
finish;grinish;Beginning;Substitution;[0];['f'];['gr']
final;flinal;Beginning;Substitution;[0];['f'];['fl']
production;shoduction;Beginning;Substitution;[0];['pr'];['sh']
both;ieoth;Middle;Addition;[0, 1];['_', 'b'];['i', 'e']
paper;auaper;Middle;Addition;[0, 1];['_', 'p'];['a', 'u']
look;thook;Beginning;Substitution;[0];['l'];['th']
environment;wrnvironment;Beginning;Substitution;[0];['e'];['wr']
president;fesident;Beginning;Substitution;[0];['pr'];['f']
technology;ayechnology;Middle;Addition;[0, 1];['_', 't'];['a', 'y']
as;eos;Middle;Addition;[0, 1];['_', 'a'];['e', 'o']
provide;eyovide;Middle;Addition;[0, 1];['_', 'pr'];['e', 'y']
current;blurrent;Beginning;Substitution;[0];['c'];['bl']
take;bake;Beginning;Substitution;[0];['t'];['b']
drop;skop;Beginning;Substitution;[0];['dr'];['sk']
money;sponey;Beginning;Substitution;[0];['m'];['sp']
coach;oyoach;Middle;Addition;[0, 1];['_', 'c'];['o', 'y']
patient;platient;Beginning;Substitution;[0];['p'];['pl']
large;euarge;Middle;Addition;[0, 1];['_', 'l'];['e', 'u']
edge;uedge;Beginning;Addition;[0];['_'];['u']
cost;grost;Beginning;Substitution;[0];['c'];['gr']
since;skince;Beginning;Substitution;[0];['s'];['sk']
same;aiame;Middle;Addition;[0, 1];['_', 's'];['a', 'i']
few;euew;Middle;Addition;[0, 1];['_', 'f'];['e', 'u']
cell;chell;Beginning;Substitution;[0];['c'];['ch']
interview;oonterview;Middle;Addition;[0, 1];['_', 'i'];['o', 'o']
help;welp;Beginning;Substitution;[0];['h'];['w']
write;brite;Beginning;Substitution;[0];['wr'];['br']
book;eoook;Middle;Addition;[0, 1];['_', 'b'];['e', 'o']
plan;man;Beginning;Substitution;[0];['pl'];['m']
not;ewot;Middle;Addition;[0, 1];['_', 'n'];['e', 'w']
end;dnd;Beginning;Substitution;[0];['e'];['d']
direction;euirection;Middle;Addition;[0, 1];['_', 'd'];['e', 'u']
or;ar;Beginning;Substitution;[0];['o'];['a']
clear;eaear;Middle;Addition;[0, 1];['_', 'cl'];['e', 'a']
loss;ploss;Beginning;Substitution;[0];['l'];['pl']
tonight;sponight;Beginning;Substitution;[0];['t'];['sp']
short;xort;Beginning;Substitution;[0];['sh'];['x']
man;dan;Beginning;Substitution;[0];['m'];['d']
edge;awdge;Middle;Addition;[0, 1];['_', 'e'];['a', 'w']
trial;aial;Beginning;Substitution;[0];['tr'];['a']
respond;owespond;Middle;Addition;[0, 1];['_', 'r'];['o', 'w']
right;wright;Beginning;Substitution;[0];['r'];['wr']
peace;greace;Beginning;Substitution;[0];['p'];['gr']
stop;oeop;Middle;Addition;[0, 1];['_', 'st'];['o', 'e']
environment;oanvironment;Middle;Addition;[0, 1];['_', 'e'];['o', 'a']
another;aonther;Middle;Substitution;[1, 2];['n', 'o'];['o', 'n']
agent;agnet;Middle;Substitution;[2, 3];['e', 'n'];['n', 'e']
same;eams;Middle;Substitution;[0, 3];['s', 'e'];['e', 's']
so;os;Middle;Substitution;[0, 1];['s', 'o'];['o', 's']
with;thiw;Middle;Substitution;[0, 2];['w', 'th'];['th', 'w']
hospital;hospilat;Middle;Substitution;[4, 6];['t', 'l'];['l', 't']
green;neegr;Middle;Substitution;[0, 3];['gr', 'n'];['n', 'gr']
make;mkae;Middle;Substitution;[1, 2];['a', 'k'];['k', 'a']
southern;sthuoern;Middle;Substitution;[1, 3];['o', 'th'];['th', 'o']
author;authro;Middle;Substitution;[3, 4];['o', 'r'];['r', 'o']
anyone;aneony;Middle;Substitution;[2, 5];['y', 'e'];['e', 'y']
want;want;[];None;[];[];[]
victim;victim;[];None;[];[];[]
many;namy;Middle;Substitution;[0, 2];['m', 'n'];['n', 'm']
now;won;Middle;Substitution;[0, 2];['n', 'w'];['w', 'n']
sea;aes;Middle;Substitution;[0, 2];['s', 'a'];['a', 's']
trade;trade;[];None;[];[];[]
suffer;suffer;[];None;[];[];[]
conference;ccnferenoe;Middle;Substitution;[1, 8];['o', 'c'];['c', 'o']
alone;alone;[];None;[];[];[]
show;wosh;Middle;Substitution;[0, 2];['sh', 'w'];['w', 'sh']
factor;faotcr;End;Deletion;[2, 4, 5];['c', 'o', 'r'];['o', 'cr', '_']
recognize;reiogncze;Middle;Substitution;[2, 6];['c', 'i'];['i', 'c']
love;love;[];None;[];[];[]
throughout;throughout;[];None;[];[];[]
friend;eifrnd;Middle;Substitution;[0, 2];['fr', 'e'];['e', 'fr']
cause;cause;[];None;[];[];[]
race;eacr;End;Deletion;[0, 1, 2, 4, 5];['r', 'a', 'c', '_', '_'];['_', '_', '_', 'a', 'cr']
movie;moive;Middle;Substitution;[2, 3];['v', 'i'];['i', 'v']
record;rocerd;Middle;Substitution;[1, 3];['e', 'o'];['o', 'e']
task;tska;Middle;Substitution;[1, 2];['a', 'sk'];['sk', 'a']
appear;appear;[];None;[];[];[]
will;iwll;Middle;Substitution;[0, 1];['w', 'i'];['i', 'w']
ten;ten;[];None;[];[];[]
step;step;[];None;[];[];[]
legal;leagl;End;Deletion;[2, 3, 4];['g', 'a', 'l'];['a', 'gl', '_']
measure;measure;[];None;[];[];[]
movement;moevment;Middle;Substitution;[2, 3];['v', 'e'];['e', 'v']
expect;expect;[];None;[];[];[]
including;iclnuding;Middle;Substitution;[1, 2];['n', 'cl'];['cl', 'n']
subject;subjcet;Middle;Substitution;[4, 5];['e', 'c'];['c', 'e']
after;after;[];None;[];[];[]
difficult;ditficulf;Middle;Substitution;[2, 8];['f', 't'];['t', 'f']
role;relo;Middle;Substitution;[1, 3];['o', 'e'];['e', 'o']
newspaper;newsparep;Middle;Substitution;[5, 7];['p', 'r'];['r', 'p']
wear;wear;[];None;[];[];[]
available;evailabla;Middle;Substitution;[0, 7];['a', 'e'];['e', 'a']
travel;lavetr;Middle;Substitution;[0, 4];['tr', 'l'];['l', 'tr']
month;mothn;Middle;Substitution;[2, 3];['n', 'th'];['th', 'n']
suddenly;sudlendy;Middle;Substitution;[3, 6];['d', 'l'];['l', 'd']
too;oot;Middle;Substitution;[0, 2];['t', 'o'];['o', 't']
model;eodml;Middle;Substitution;[0, 3];['m', 'e'];['e', 'm']
consider;cnosider;Middle;Substitution;[1, 2];['o', 'n'];['n', 'o']
my;ym;Middle;Substitution;[0, 1];['m', 'y'];['y', 'm']
power;porew;Middle;Substitution;[2, 4];['w', 'r'];['r', 'w']
teach;tchae;Middle;Substitution;[1, 3];['e', 'ch'];['ch', 'e']
decision;decision;[];None;[];[];[]
get;get;[];None;[];[];[]
win;wni;Middle;Substitution;[1, 2];['i', 'n'];['n', 'i']
behavior;beiavhor;Middle;Substitution;[2, 5];['h', 'i'];['i', 'h']
it;ti;Middle;Substitution;[0, 1];['i', 't'];['t', 'i']
care;earc;Middle;Substitution;[0, 3];['c', 'e'];['e', 'c']
remain;reamin;Middle;Substitution;[2, 3];['m', 'a'];['a', 'm']
place;place;[];None;[];[];[]
pm;mp;Middle;Substitution;[0, 1];['p', 'm'];['m', 'p']
task;tska;Middle;Substitution;[1, 2];['a', 'sk'];['sk', 'a']
my;ym;Middle;Substitution;[0, 1];['m', 'y'];['y', 'm']
inside;idsine;Middle;Substitution;[1, 4];['n', 'd'];['d', 'n']
other;ethor;Middle;Substitution;[0, 2];['o', 'e'];['e', 'o']
save;seva;Middle;Substitution;[1, 3];['a', 'e'];['e', 'a']
send;sdne;Middle;Substitution;[1, 3];['e', 'd'];['d', 'e']
head;aehd;Middle;Substitution;[0, 2];['h', 'a'];['a', 'h']
much;chum;Middle;Substitution;[0, 2];['m', 'ch'];['ch', 'm']
happy;hpapy;Middle;Substitution;[1, 2];['a', 'p'];['p', 'a']
answer;aneswr;Middle;Substitution;[2, 3, 4];['sw', 'e', 'r'];['e', 's', 'wr']
foot;foot;[];None;[];[];[]
end;dne;Middle;Substitution;[0, 2];['e', 'd'];['d', 'e']
instead;instaed;Middle;Substitution;[3, 4];['e', 'a'];['a', 'e']
peace;epace;Middle;Substitution;[0, 1];['p', 'e'];['e', 'p']
firm;rifm;Middle;Substitution;[0, 2];['f', 'r'];['r', 'f']
fine;ifne;Middle;Substitution;[0, 1];['f', 'i'];['i', 'f']
now;now;[];None;[];[];[]
next;next;[];None;[];[];[]
radio;radoi;Middle;Substitution;[3, 4];['i', 'o'];['o', 'i']
discussion;duscission;Middle;Substitution;[1, 4];['i', 'u'];['u', 'i']
road;rdao;Middle;Substitution;[1, 3];['o', 'd'];['d', 'o']
talk;latk;Middle;Substitution;[0, 2];['t', 'l'];['l', 't']
join;iojn;Middle;Substitution;[0, 2];['j', 'i'];['i', 'j']
want;wtna;Middle;Substitution;[1, 3];['a', 't'];['t', 'a']
easy;easy;[];None;[];[];[]
again;anaig;Middle;Substitution;[1, 4];['g', 'n'];['n', 'g']
fund;fnud;Middle;Substitution;[1, 2];['u', 'n'];['n', 'u']
should;oshuld;Middle;Substitution;[0, 1];['sh', 'o'];['o', 'sh']
be;be;[];None;[];[];[]
indeed;ineded;Middle;Substitution;[2, 3];['d', 'e'];['e', 'd']
either;eireth;Middle;Substitution;[2, 4];['th', 'r'];['r', 'th']
victim;vmctii;Middle;Substitution;[1, 5];['i', 'm'];['m', 'i']
time;eimt;Middle;Substitution;[0, 3];['t', 'e'];['e', 't']
sign;isgn;Middle;Substitution;[0, 1];['s', 'i'];['i', 's']
